"14";"serbia president aleksandar vui ha lauded tie krem";"0.00024";"0.74808";"0.00024";"0.00024";"0.12488";"0.00024";"0.00024";"0.01462";"0.00024";"0.00503";"0.10570";"0.00024"
"15";"foreign minister g group rich democracy warned rus";"0.00019";"0.61430";"0.00019";"0.00019";"0.35664";"0.00019";"0.00019";"0.02344";"0.00019";"0.00019";"0.00407";"0.00019"
"16";"flatbed rail wagon speeding south west russia last";"0.00017";"0.27642";"0.00190";"0.00017";"0.58719";"0.00017";"0.00017";"0.00017";"0.07269";"0.00017";"0.06060";"0.00017"
"17";"russia ha admitted destroying one satellite missil";"0.00032";"0.00032";"0.06177";"0.15233";"0.46281";"0.01973";"0.01326";"0.00032";"0.28169";"0.00679";"0.00032";"0.00032"
"18";"joe biden go tuesday virtual summit vladimir putin";"0.05812";"0.31305";"0.00034";"0.00374";"0.40143";"0.00034";"0.00374";"0.00034";"0.00034";"0.00034";"0.21788";"0.00034"
"19";"moscow authority announced weeklong closure non es";"0.00383";"0.00035";"0.51915";"0.00035";"0.17444";"0.00035";"0.00035";"0.00035";"0.00035";"0.29979";"0.00035";"0.00035"
"20";"russian authority threatened shutter memorial coun";"0.03259";"0.00053";"0.02190";"0.00053";"0.89263";"0.00053";"0.00053";"0.00053";"0.00053";"0.00053";"0.00053";"0.04861"
"21";"vladimir putin ha warned nato country deploying we";"0.00253";"0.18217";"0.00023";"0.00023";"0.81322";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023";"0.00023"
"22";"natural gas market ha entered uncharted territory ";"0.00021";"0.21065";"0.00021";"0.00863";"0.14962";"0.00021";"0.00231";"0.00021";"0.00442";"0.00652";"0.61679";"0.00021"
"23";"russia ukraine enforcing new coronavirus restricti";"0.00661";"0.00021";"0.46270";"0.00021";"0.30072";"0.01726";"0.00021";"0.00234";"0.02792";"0.18137";"0.00021";"0.00021"
"24";"donald trump ha demanded pulitzer prize board resc";"0.48316";"0.00028";"0.00028";"0.00028";"0.15750";"0.25856";"0.00028";"0.00028";"0.00028";"0.00870";"0.00309";"0.08731"
"25";"russia ha reported record number covid death four ";"0.00677";"0.00032";"0.74500";"0.00032";"0.11315";"0.00032";"0.00032";"0.00032";"0.00032";"0.13250";"0.00032";"0.00032"
"26";"outgoing head uk armed force ha military ready war";"0.00033";"0.13691";"0.01033";"0.00033";"0.51666";"0.00033";"0.00033";"0.00033";"0.33344";"0.00033";"0.00033";"0.00033"
"27";"ha would send reinforcement nato eastern flank res";"0.00333";"0.39306";"0.00016";"0.00016";"0.58634";"0.00016";"0.00016";"0.00016";"0.01442";"0.00174";"0.00016";"0.00016"
"28";"russia ha endured worst forest fire season country";"0.00034";"0.00376";"0.14066";"0.63689";"0.13039";"0.00034";"0.00376";"0.03457";"0.00376";"0.00034";"0.03799";"0.00719"
"29";"britain west becoming embroiled clash value russia";"0.00031";"0.54203";"0.00031";"0.00031";"0.12173";"0.25872";"0.00031";"0.00031";"0.00031";"0.00654";"0.04078";"0.02833"
"30";"dmitry muratov saw norwegian number flash phone as";"0.00034";"0.00034";"0.00034";"0.00379";"0.66196";"0.13129";"0.00034";"0.00034";"0.07615";"0.00724";"0.00034";"0.11751"
"31";"new show western unity russia china lined uk forei";"0.00023";"0.83975";"0.02342";"0.00023";"0.13010";"0.00023";"0.00255";"0.00023";"0.00023";"0.00023";"0.00023";"0.00255"
"32";"russia ha named local partner bellingcat investiga";"0.00889";"0.00042";"0.00042";"0.00466";"0.80059";"0.17401";"0.00042";"0.00042";"0.00889";"0.00042";"0.00042";"0.00042"
"33";"russian study report problem faced country militar";"0.00040";"0.00040";"0.00438";"0.00040";"0.59753";"0.27906";"0.00040";"0.00040";"0.07205";"0.00040";"0.04419";"0.00040"
"34";"regional power see influence increase dramatically";"0.00016";"0.39723";"0.00016";"0.00016";"0.55917";"0.00171";"0.00016";"0.00016";"0.04064";"0.00016";"0.00016";"0.00016"
"35";"attorney represented hillary clinton presidential ";"0.68580";"0.00041";"0.00041";"0.00041";"0.00041";"0.30595";"0.00041";"0.00041";"0.00454";"0.00041";"0.00041";"0.00041"
"36";"taliban captured russian made helicopter various s";"0.00029";"0.01757";"0.00029";"0.00605";"0.80962";"0.00029";"0.00605";"0.00029";"0.00893";"0.02909";"0.12126";"0.00029"
"37";"cybercriminals russia neighbouring state behind ma";"0.00028";"0.21865";"0.00028";"0.00588";"0.14026";"0.56859";"0.00028";"0.00028";"0.00028";"0.01988";"0.04507";"0.00028"
"38";"russia highly rated squad gold last week nation on";"0.00024";"0.07825";"0.01000";"0.00024";"0.00024";"0.00024";"0.27816";"0.20746";"0.00268";"0.00024";"0.00512";"0.41711"
"39";"aircraft carrying skydiver ha crashed central russ";"0.00052";"0.01613";"0.00052";"0.00052";"0.81738";"0.00052";"0.03174";"0.00052";"0.09938";"0.02653";"0.00572";"0.00052"
"40";"first vladimir putin came visit second day row art";"0.00016";"0.00016";"0.00642";"0.00016";"0.09574";"0.00016";"0.00016";"0.00956";"0.34018";"0.00016";"0.00016";"0.54701"
"41";"first vladimir putin came visit second day row art";"0.00016";"0.00486";"0.00016";"0.00329";"0.08947";"0.00016";"0.00172";"0.00329";"0.33391";"0.00016";"0.00799";"0.55484"
"42";"vladimir putin belarusian leader alexander lukashe";"0.00028";"0.34657";"0.00028";"0.00028";"0.56898";"0.00873";"0.00028";"0.00028";"0.00028";"0.00028";"0.07348";"0.00028"
"43";"senior bbc journalist expelled russia ha condemned";"0.00037";"0.00037";"0.00037";"0.00037";"0.63960";"0.00037";"0.00037";"0.00037";"0.33835";"0.01874";"0.00037";"0.00037"
"44";"russia expel senior bbc journalist moscow refusing";"0.00025";"0.00025";"0.00025";"0.00025";"0.66165";"0.23717";"0.00025";"0.00025";"0.02493";"0.02986";"0.00025";"0.04467"
"45";"security guard british embassy berlin ha arrested ";"0.00026";"0.00026";"0.00281";"0.00026";"0.45015";"0.25844";"0.00026";"0.00281";"0.14596";"0.00026";"0.00281";"0.13574"
"46";"mi become open stay secret work tech company count";"0.00040";"0.34013";"0.00040";"0.12030";"0.17626";"0.30416";"0.00040";"0.00440";"0.00040";"0.00040";"0.00040";"0.05236"
"47";"german police arrested british man worked british ";"0.00040";"0.00040";"0.00040";"0.00843";"0.45787";"0.49398";"0.00040";"0.00040";"0.02047";"0.01645";"0.00040";"0.00040"
"48";"kremlin war independent journalism russia ha escal";"0.00327";"0.00327";"0.00030";"0.00030";"0.80637";"0.16389";"0.00030";"0.00327";"0.01814";"0.00030";"0.00030";"0.00030"
"49";"bbcs moscow correspondent ha used final dispatch e";"0.00034";"0.01057";"0.00034";"0.00034";"0.75409";"0.06173";"0.00034";"0.00034";"0.17087";"0.00034";"0.00034";"0.00034"
"50";"world energy watchdog ha called russia send gas eu";"0.00038";"0.00038";"0.00038";"0.06956";"0.14643";"0.00038";"0.00038";"0.00038";"0.00423";"0.00038";"0.77671";"0.00038"
"51";"vladimir putin old fashioned sort guy yearns day s";"0.00026";"0.48557";"0.00289";"0.00026";"0.38064";"0.00026";"0.00026";"0.00026";"0.06584";"0.00026";"0.00026";"0.06322"
"52";"majority european believe new cold war way chief g";"0.00038";"0.88902";"0.01564";"0.00038";"0.00038";"0.00801";"0.00038";"0.00038";"0.00038";"0.08047";"0.00420";"0.00038"
"53";"right thats stick around site report reaction than";"0.00007";"0.00007";"0.00007";"0.00150";"0.00007";"0.00222";"0.00007";"0.89472";"0.08023";"0.00007";"0.00007";"0.02083"
"54";"russia prosecutor ha suspended activity alexei nav";"0.05645";"0.00386";"0.00035";"0.00035";"0.89797";"0.00736";"0.00035";"0.00035";"0.02840";"0.00035";"0.00386";"0.00035"
"55";"right thats thanks much company comment apology di";"0.00004";"0.00004";"0.00004";"0.00112";"0.00475";"0.00004";"0.00221";"0.75814";"0.19545";"0.00040";"0.00004";"0.03774"
"56";"iran turkey pakistan russia moved fill military di";"0.00026";"0.37991";"0.00026";"0.00026";"0.59685";"0.00026";"0.00026";"0.00542";"0.00026";"0.00284";"0.00026";"0.01317"
"57";"uk ha recorded new coronavirus case death last hou";"0.00166";"0.00003";"0.65263";"0.00003";"0.00003";"0.00003";"0.00003";"0.00003";"0.05385";"0.29160";"0.00003";"0.00003"
"58";"thats tonight blog thanks company email surreal di";"0.00488";"0.00005";"0.00971";"0.00005";"0.00113";"0.00005";"0.00005";"0.76875";"0.21140";"0.00220";"0.00005";"0.00166"
"59";"roc let face retro cold war touch dripping away ba";"0.00016";"0.05762";"0.00016";"0.00016";"0.15118";"0.05269";"0.30056";"0.01822";"0.31041";"0.00345";"0.00016";"0.10522"
"60";"second time year russia ha amassed force near bord";"0.00811";"0.32993";"0.00288";"0.00288";"0.57849";"0.00026";"0.00811";"0.00026";"0.00026";"0.00026";"0.06829";"0.00026"
"61";"thats done today evening summary today event legit";"0.07384";"0.11826";"0.01239";"0.52238";"0.03877";"0.00003";"0.00738";"0.00003";"0.21345";"0.00003";"0.01339";"0.00003"
"62";"title nod robert bresson high concept script doffs";"0.02416";"0.00030";"0.00328";"0.00030";"0.13156";"0.00030";"0.00030";"0.00030";"0.41498";"0.00030";"0.04505";"0.37918"
"63";"high drama heartbreak russian grand prix appropria";"0.00021";"0.00021";"0.01676";"0.00021";"0.01469";"0.00021";"0.65211";"0.01055";"0.30443";"0.00021";"0.00021";"0.00021"
"64";"putting russia right tractor byelorussia boris tik";"0.00797";"0.00019";"0.00019";"0.08576";"0.11494";"0.00019";"0.00019";"0.02548";"0.22579";"0.03326";"0.11105";"0.39498"
"65";"russia china presented plan build joint internatio";"0.00086";"0.25904";"0.00086";"0.46558";"0.05250";"0.00086";"0.00086";"0.00086";"0.19880";"0.01807";"0.00086";"0.00086"
"66";"uk reported death saturday people tested positive ";"0.00004";"0.00004";"0.68532";"0.00004";"0.02222";"0.00718";"0.00004";"0.00004";"0.03199";"0.25303";"0.00004";"0.00004"
"67";"british national accused selling secret russia ext";"0.00048";"0.05357";"0.02461";"0.00048";"0.45415";"0.45898";"0.00048";"0.00048";"0.00048";"0.00048";"0.00531";"0.00048"
"68";"russian government ha officially deemed united sta";"0.14142";"0.06769";"0.00067";"0.00067";"0.74464";"0.00067";"0.00737";"0.02748";"0.00067";"0.00067";"0.00737";"0.00067"
"69";"russia state gas company ha reported record earnin";"0.00038";"0.00038";"0.00038";"0.14367";"0.06448";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.78846";"0.00038"
"70";"feeling disbelief denmark tuesday morning really h";"0.00028";"0.00028";"0.12661";"0.00028";"0.07608";"0.00028";"0.00028";"0.53088";"0.26418";"0.00028";"0.00028";"0.00028"
"71";"thats samantha lock today blog meantime follow alo";"0.00003";"0.00003";"0.55079";"0.00358";"0.00390";"0.02712";"0.00003";"0.01873";"0.03615";"0.35667";"0.00003";"0.00293"
"72";"russia ha retaliated ban carrier entering belarus ";"0.00463";"0.16571";"0.01346";"0.00022";"0.78133";"0.00022";"0.00022";"0.03111";"0.00022";"0.00022";"0.00022";"0.00243"
"73";"new wave sanction restrictive measure belarus avia";"0.00028";"0.12176";"0.00028";"0.00028";"0.72916";"0.00028";"0.00028";"0.00304";"0.14108";"0.00028";"0.00304";"0.00028"
"74";"work russia way combat climate crisis president jo";"0.03513";"0.28358";"0.00019";"0.53397";"0.06619";"0.00019";"0.00019";"0.00019";"0.03901";"0.00019";"0.04095";"0.00019"
"75";"argentina gamble sputnik v vaccine ha left critica";"0.00031";"0.00031";"0.00950";"0.00031";"0.12600";"0.11067";"0.00644";"0.00644";"0.00031";"0.63795";"0.10147";"0.00031"
"76";"world leader gathering g summit cornwall week look";"0.00533";"0.79508";"0.06383";"0.03286";"0.03630";"0.00017";"0.00017";"0.00017";"0.00189";"0.02942";"0.03458";"0.00017"
"77";"fear growing berlin russian led cyber campaign lea";"0.00018";"0.33339";"0.00018";"0.00018";"0.50000";"0.13665";"0.00018";"0.00549";"0.00372";"0.01967";"0.00018";"0.00018"
"78";"mcgahn former white house counsel donald trump she";"0.86568";"0.00029";"0.00029";"0.00029";"0.01777";"0.05857";"0.00029";"0.00029";"0.05274";"0.00029";"0.00321";"0.00029"
"79";"jonathan steele moved moscow guardian story mikhai";"0.01565";"0.00014";"0.00014";"0.00014";"0.35829";"0.04949";"0.00014";"0.00014";"0.42738";"0.00155";"0.00014";"0.14679"
"80";"one respect punitive measure imposed russia last w";"0.07109";"0.49082";"0.00551";"0.00026";"0.35178";"0.00551";"0.00026";"0.00026";"0.07371";"0.00026";"0.00026";"0.00026"
"81";"nato secretary general ha called russia halt milit";"0.00019";"0.18279";"0.00019";"0.00019";"0.81344";"0.00019";"0.00019";"0.00019";"0.00207";"0.00019";"0.00019";"0.00019"
"82";"dmitry davydov self taught russian director remote";"0.00060";"0.00060";"0.00060";"0.00060";"0.05443";"0.00060";"0.00060";"0.00060";"0.46112";"0.00060";"0.00060";"0.47907"
"83";"russia unexplained buildup along ukraine border se";"0.00020";"0.13507";"0.00813";"0.01210";"0.64677";"0.00020";"0.00020";"0.00218";"0.09540";"0.00020";"0.09937";"0.00020"
"84";"britain unexpectedly embroiled diplomatic military";"0.00537";"0.11017";"0.00026";"0.00026";"0.87193";"0.00026";"0.00026";"0.00026";"0.00026";"0.01048";"0.00026";"0.00026"
"85";"effort revive iran nuclear deal hauled back brink ";"0.05964";"0.85742";"0.00434";"0.00039";"0.07543";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039";"0.00039"
"86";"memory memory maria stepanova fitzcarraldo edition";"0.00029";"0.00029";"0.00029";"0.00029";"0.20361";"0.00029";"0.00601";"0.00029";"0.15779";"0.00029";"0.00315";"0.62743"
"87";"russian authority seeking detain prominent investi";"0.00047";"0.00047";"0.00985";"0.00047";"0.87289";"0.09897";"0.00047";"0.00047";"0.00985";"0.00047";"0.00516";"0.00047"
"88";"retaliate russia continues carry malicious cyber a";"0.18137";"0.25083";"0.00015";"0.01223";"0.45017";"0.02431";"0.00015";"0.00015";"0.08019";"0.00015";"0.00015";"0.00015"
"89";"eu prepare downturn relation vladimir putin russia";"0.00028";"0.57060";"0.00581";"0.03627";"0.38511";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028";"0.00028"
"90";"hour russian state news channel thursday began mig";"0.19050";"0.31061";"0.00018";"0.00203";"0.33278";"0.00942";"0.00018";"0.00018";"0.15355";"0.00018";"0.00018";"0.00018"
"91";"widely reputed game belligerence bellicosity woman";"0.00052";"0.00052";"0.00052";"0.00052";"0.46600";"0.15220";"0.33002";"0.04759";"0.00052";"0.00052";"0.00052";"0.00052"
"92";"saturday may chinese state news agency xinhua repo";"0.00090";"0.14478";"0.00090";"0.28867";"0.00090";"0.00090";"0.00090";"0.00090";"0.36960";"0.18076";"0.00989";"0.00090"
"93";"russia ha recall many troop crimea border region u";"0.05607";"0.01018";"0.00020";"0.00020";"0.88408";"0.00020";"0.00020";"0.00020";"0.00020";"0.00020";"0.04808";"0.00020"
"94";"moscow ha expelled czech diplomat tit tat response";"0.00029";"0.01752";"0.00029";"0.00890";"0.89345";"0.02901";"0.00316";"0.04337";"0.00029";"0.00029";"0.00316";"0.00029"
"95";"thats tonight thanks reading along covered federal";"0.60669";"0.00642";"0.22021";"0.02038";"0.02636";"0.02198";"0.00044";"0.00164";"0.06346";"0.02038";"0.00323";"0.00881"
"96";"quiz master already enjoying christmas break left ";"0.00153";"0.00153";"0.01687";"0.00153";"0.00153";"0.01687";"0.10890";"0.00153";"0.79908";"0.03221";"0.00153";"0.01687"
"97";"secret european intelligence report ha concluded c";"0.00039";"0.00039";"0.00039";"0.00039";"0.85071";"0.00039";"0.00039";"0.04741";"0.00431";"0.00039";"0.00823";"0.08660"
"98";"russia natural population ha undergone largest pea";"0.00036";"0.05725";"0.38798";"0.00036";"0.15683";"0.00036";"0.00036";"0.00036";"0.00036";"0.23506";"0.13193";"0.02881"
"99";"thanks following along weve closed blog today catc";"0.00035";"0.03026";"0.52669";"0.00068";"0.03861";"0.00003";"0.00003";"0.00003";"0.04408";"0.35917";"0.00003";"0.00003"
"100";"usually bad news dumped late friday muscovite head";"0.00007";"0.00081";"0.02152";"0.00081";"0.55694";"0.10953";"0.00007";"0.00007";"0.26409";"0.00007";"0.00007";"0.04593"
"101";"russia emergency minister ha died training exercis";"0.00447";"0.00041";"0.00041";"0.00041";"0.81682";"0.00041";"0.01259";"0.00041";"0.00041";"0.08164";"0.02071";"0.06133"
"102";"french german youtubers blogger influencers offere";"0.00032";"0.00032";"0.10568";"0.00032";"0.00032";"0.50160";"0.00032";"0.00032";"0.00032";"0.23978";"0.00032";"0.15038"
"103";"extent night fraught worry could provide moment po";"0.00496";"0.01205";"0.00024";"0.00260";"0.00024";"0.00024";"0.00024";"0.65950";"0.30033";"0.00024";"0.00024";"0.01914"
"104";"russian athlete begin competing week tokyo olympic";"0.00949";"0.09972";"0.00023";"0.00023";"0.34035";"0.09047";"0.28945";"0.00023";"0.12749";"0.00023";"0.00023";"0.04188"
"105";"russia took action tuesday slow speed twitter move";"0.00027";"0.02478";"0.00027";"0.00027";"0.44690";"0.40877";"0.00844";"0.00027";"0.00027";"0.07108";"0.03840";"0.00027"
"106";"second book french anthropologist nastassja martin";"0.00037";"0.07043";"0.02249";"0.08518";"0.06674";"0.00037";"0.01881";"0.00774";"0.36173";"0.00037";"0.00037";"0.36541"
"107";"france senior naval commander ha future conflict l";"0.00021";"0.35038";"0.00870";"0.00021";"0.50106";"0.00021";"0.00021";"0.00021";"0.13391";"0.00446";"0.00021";"0.00021"
"108";"covid ha caused loss year life according largest e";"0.00036";"0.01126";"0.45821";"0.28016";"0.00036";"0.00036";"0.14571";"0.00036";"0.05850";"0.04397";"0.00036";"0.00036"
"109";"russian diplomat lashed uk joining condemning russ";"0.00029";"0.20717";"0.00321";"0.00029";"0.58596";"0.04400";"0.00029";"0.00029";"0.00029";"0.09353";"0.06439";"0.00029"
"110";"team ever deserved make progress much denmark thri";"0.00024";"0.00024";"0.00024";"0.00024";"0.06104";"0.00024";"0.00024";"0.86600";"0.06104";"0.00024";"0.00997";"0.00024"
"111";"earlier today set following puzzle challenge russi";"0.01757";"0.12440";"0.02791";"0.00034";"0.00034";"0.00034";"0.00034";"0.33115";"0.01068";"0.00034";"0.00034";"0.48622"
"112";"earlier month russia prime minister mikhail mishus";"0.00037";"0.10286";"0.00037";"0.00037";"0.00037";"0.00403";"0.00037";"0.01867";"0.35176";"0.02599";"0.03331";"0.46157"
"113";"time join daniel harris finland v russia live clos";"0.00006";"0.01000";"0.01939";"0.00006";"0.03541";"0.01055";"0.00006";"0.64363";"0.24588";"0.02878";"0.00503";"0.00116"
"114";"joe biden agreed sunday vladimir putin latest asse";"0.22683";"0.45548";"0.00020";"0.04674";"0.07709";"0.08721";"0.00020";"0.00020";"0.05484";"0.05079";"0.00020";"0.00020"
"115";"britain foreign secretary ha joined last minute pu";"0.01861";"0.56319";"0.00253";"0.00023";"0.18865";"0.00023";"0.00023";"0.00483";"0.00023";"0.00023";"0.21852";"0.00253"
"116";"supporter russian opposition leader alexei navalny";"0.00036";"0.00036";"0.01131";"0.00036";"0.75529";"0.12071";"0.00036";"0.00401";"0.10613";"0.00036";"0.00036";"0.00036"
"117";"former guantnamo detainee facing forced repatriati";"0.03059";"0.00023";"0.00023";"0.00023";"0.81994";"0.08898";"0.00023";"0.01892";"0.00023";"0.00257";"0.00023";"0.03760"
"118";"historian look back donald trump presidency likely";"0.36865";"0.01715";"0.00012";"0.00012";"0.26648";"0.18378";"0.00012";"0.00012";"0.09012";"0.00012";"0.00012";"0.07310"
"119";"russia china unveiled plan joint lunar space stati";"0.02335";"0.18415";"0.00421";"0.45597";"0.19564";"0.00038";"0.01953";"0.00038";"0.11524";"0.00038";"0.00038";"0.00038"
"120";"day police arent engaged fight crime theyre also a";"0.07947";"0.25928";"0.00406";"0.01179";"0.13554";"0.16647";"0.00213";"0.00019";"0.32502";"0.00019";"0.01566";"0.00019"
"121";"leading human right organisation russia released f";"0.00024";"0.13719";"0.00024";"0.00024";"0.77150";"0.07472";"0.00024";"0.00024";"0.00745";"0.00024";"0.00024";"0.00745"
"122";"europe entering dangerous new age instability sinc";"0.00016";"0.74470";"0.00016";"0.00658";"0.23764";"0.00016";"0.00016";"0.00016";"0.00818";"0.00016";"0.00016";"0.00177"
"123";"ten thousand russian city across country taken par";"0.00099";"0.00099";"0.00099";"0.00099";"0.45553";"0.13933";"0.00099";"0.00099";"0.39625";"0.00099";"0.00099";"0.00099"
"124";"public inquiry launched death woman killed wiltshi";"0.00034";"0.00034";"0.00034";"0.00034";"0.28001";"0.43008";"0.00034";"0.00034";"0.28342";"0.00034";"0.00375";"0.00034"
"125";"appeal court netherlands ha ruled ukraine ha legal";"0.00035";"0.05645";"0.00736";"0.00035";"0.60694";"0.00035";"0.06346";"0.01087";"0.00736";"0.00035";"0.00386";"0.24229"
"126";"joe biden ha called vladimir putin demand de escal";"0.13292";"0.21426";"0.00021";"0.00021";"0.64876";"0.00021";"0.00021";"0.00235";"0.00021";"0.00021";"0.00021";"0.00021"
"127";"november brian griffin flew luton airport moscow t";"0.01070";"0.03109";"0.00051";"0.01580";"0.09735";"0.00561";"0.00051";"0.00051";"0.21458";"0.00051";"0.06167";"0.56116"
"128";"antony blinken secretary state uk foreign secretar";"0.00027";"0.72740";"0.00027";"0.00027";"0.26443";"0.00027";"0.00300";"0.00027";"0.00027";"0.00300";"0.00027";"0.00027"
"129";"havent stopped fight regime garry kasparov word br";"0.00015";"0.11993";"0.00015";"0.00015";"0.14604";"0.00015";"0.06465";"0.04008";"0.35795";"0.00015";"0.02012";"0.25046"
"130";"russia braced second weekend unrest kremlin crack ";"0.00027";"0.00027";"0.00027";"0.00027";"0.79230";"0.02452";"0.00296";"0.00027";"0.13497";"0.04068";"0.00027";"0.00296"
"131";"kremlin ha broken silence russia biggest oppositio";"0.03362";"0.00022";"0.00022";"0.00690";"0.81723";"0.00022";"0.00467";"0.00022";"0.10708";"0.00022";"0.02916";"0.00022"
"132";"month hungarian bookshop chain fined selling child";"0.05907";"0.02828";"0.00028";"0.00028";"0.10106";"0.12906";"0.00028";"0.00028";"0.31103";"0.00028";"0.01148";"0.35862"
"133";"european court human right ha told russia free ale";"0.00049";"0.08374";"0.00049";"0.00049";"0.67630";"0.22576";"0.00049";"0.00049";"0.00049";"0.00049";"0.01028";"0.00049"
"134";"minister relying outdated energy security policy l";"0.00038";"0.17333";"0.00038";"0.06956";"0.03882";"0.00038";"0.00038";"0.00038";"0.00038";"0.00038";"0.71522";"0.00038"
"135";"tehran washington right track come back compliance";"0.01999";"0.90118";"0.01154";"0.00028";"0.01154";"0.00028";"0.00028";"0.00028";"0.00028";"0.01999";"0.03407";"0.00028"
"136";"energy charter treaty ect signed protect interest ";"0.00040";"0.22244";"0.00040";"0.19469";"0.07573";"0.40484";"0.00040";"0.00040";"0.00040";"0.00040";"0.09952";"0.00040"
"137";"president joe biden ha unveiled multinational plan";"0.23671";"0.00049";"0.01526";"0.71407";"0.00049";"0.00049";"0.00049";"0.00049";"0.00049";"0.03002";"0.00049";"0.00049"
"138";"united state european delegation un security counc";"0.00021";"0.08846";"0.00021";"0.00021";"0.90333";"0.00021";"0.00021";"0.00021";"0.00636";"0.00021";"0.00021";"0.00021"
"139";"joe bidens accession presidency ha spawned huge bo";"0.03904";"0.55213";"0.02473";"0.00020";"0.28025";"0.07379";"0.00020";"0.00020";"0.02882";"0.00020";"0.00020";"0.00020"
"140";"wrap today blog samantha lock dont miss thing foll";"0.01659";"0.02420";"0.54139";"0.00003";"0.00003";"0.00964";"0.00136";"0.00070";"0.17055";"0.23545";"0.00003";"0.00003"
"141";"angela merkel ha asked vladimir putin intervene cr";"0.00216";"0.23979";"0.00020";"0.00020";"0.75628";"0.00020";"0.00020";"0.00020";"0.00020";"0.00020";"0.00020";"0.00020"
"142";"russian opposition politician alexei navalny ha de";"0.00206";"0.00019";"0.00019";"0.00019";"0.90791";"0.00019";"0.00019";"0.00019";"0.08833";"0.00019";"0.00019";"0.00019"
"143";"good morning barack obama ha called world leader s";"0.34604";"0.00014";"0.06932";"0.16427";"0.01234";"0.09509";"0.00014";"0.00014";"0.23209";"0.00014";"0.00692";"0.07339"
"144";"wife jailed russian opposition leader alexei naval";"0.00037";"0.00037";"0.00037";"0.00037";"0.82132";"0.02637";"0.00037";"0.00037";"0.13410";"0.00037";"0.00037";"0.01523"
"145";"switching world largest carbon capture storage pla";"0.00033";"0.29250";"0.00033";"0.70086";"0.00033";"0.00033";"0.00033";"0.00033";"0.00365";"0.00033";"0.00033";"0.00033"
"146";"joe bidens meeting vladimir putin geneva looked li";"0.00220";"0.81751";"0.01222";"0.00020";"0.04026";"0.00020";"0.00020";"0.00020";"0.07432";"0.00220";"0.05028";"0.00020"
"147";"joe biden monday far ha evidence cyber attack late";"0.28443";"0.04407";"0.00019";"0.01927";"0.09939";"0.36646";"0.00019";"0.00019";"0.00019";"0.00019";"0.18523";"0.00019"
"148";"barack obama ha called world leader step step aver";"0.04527";"0.26550";"0.00449";"0.46941";"0.00449";"0.00041";"0.00041";"0.00856";"0.20024";"0.00041";"0.00041";"0.00041"
"149";"january alexei navalny boarded flight moscow russi";"0.00149";"0.03953";"0.00014";"0.00014";"0.52173";"0.08164";"0.00421";"0.00014";"0.14819";"0.00014";"0.00014";"0.20253"
